Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2013-01-02 00:00:00-05:00,16.851445077897715,16.887349723124434,16.480532786325483,16.70569610595703,560518000,0.0,0.0
2013-01-03 00:00:00-05:00,16.67070481725731,16.725170352503184,16.461362615447786,16.49483299255371,352965200,0.0,0.0
2013-01-04 00:00:00-05:00,16.338741327087057,16.389251589141978,15.99977672963636,16.035377502441406,594333600,0.0,0.0
2013-01-07 00:00:00-05:00,15.88324031755193,16.10536166360694,15.676332339374126,15.94105339050293,484156400,0.0,0.0
2013-01-08 00:00:00-05:00,16.102630278318,16.184176694399426,15.860426924970419,15.983962059020996,458707200,0.0,0.0
2013-01-09 00:00:00-05:00,15.898462107705642,15.97483611493081,15.700377842961155,15.734153747558594,407604400,0.0,0.0
2013-01-10 00:00:00-05:00,16.082541840062763,16.08771425521342,15.686069637463765,15.929187774658203,601146000,0.0,0.0
2013-01-11 00:00:00-05:00,15.852814353261927,15.984261628146946,15.792567008517679,15.831515312194824,350506800,0.0,0.0
2013-01-14 00:00:00-05:00,15.295375694447705,15.442037939590342,15.168493100373466,15.26707935333252,734207600,0.0,0.0
2013-01-15 00:00:00-05:00,15.162106023148139,15.183101186922492,14.708124606831964,14.785411834716797,876772400,0.0,0.0
2013-01-16 00:00:00-05:00,15.05073660463106,15.501066496290889,14.985622364223124,15.39913272857666,690804800,0.0,0.0
2013-01-17 00:00:00-05:00,15.52754553300696,15.540934015384392,15.275605137411047,15.295381546020508,453678400,0.0,0.0
2013-01-18 00:00:00-05:00,15.168801733179281,15.281384253330593,15.104295220283587,15.213835716247559,472922800,0.0,0.0
2013-01-22 00:00:00-05:00,15.352584906363374,15.45360382856367,15.111293252187659,15.35897445678711,461546400,0.0,0.0
2013-01-23 00:00:00-05:00,15.481901977892187,15.669945213990848,15.358974631401967,15.64012622833252,861509600,0.0,0.0
2013-01-24 00:00:00-05:00,13.996726620906072,14.171077481732663,13.700056180362449,13.707664489746094,1460852400,0.0,0.0
2013-01-25 00:00:00-05:00,13.74387173943071,13.882012429738463,13.236033385603562,13.384520530700684,1208026400,0.0,0.0
2013-01-28 00:00:00-05:00,13.322143577767827,13.79012034444244,13.26220093181516,13.687274932861328,785517600,0.0,0.0
2013-01-29 00:00:00-05:00,13.95108500451409,14.002812408677677,13.75695611271984,13.944086074829102,571158000,0.0,0.0
2013-01-30 00:00:00-05:00,13.905444785361176,14.075840385252613,13.829376307738887,13.900272369384766,417155200,0.0,0.0
2013-01-31 00:00:00-05:00,13.904834922610577,13.974817716412334,13.843979824735642,13.8594970703125,319334400,0.0,0.0
2013-02-01 00:00:00-05:00,13.96964412622152,13.980902212755634,13.642243109687543,13.802596092224121,539484400,0.0,0.0
2013-02-04 00:00:00-05:00,13.811423168613926,13.873191532963121,13.449029860115548,13.45876693725586,477117200,0.0,0.0
2013-02-05 00:00:00-05:00,13.511403927953294,13.988814733968303,13.45572124861911,13.931001663208008,573347600,0.0,0.0
2013-02-06 00:00:00-05:00,13.889314962974337,14.194503685515954,13.770950677504633,13.916091918945312,593706400,0.0,0.0
2013-02-07 00:00:00-05:00,14.177766434194014,14.384348779087638,13.898341706338693,14.329873085021973,704580800,0.094643,0.0
2013-02-08 00:00:00-05:00,14.506769469886263,14.653979203920539,14.330789561661444,14.536762237548828,633158400,0.0,0.0
2013-02-11 00:00:00-05:00,14.583277787253131,14.84158492075973,14.483812967196872,14.688252449035645,517490400,0.0,0.0
2013-02-12 00:00:00-05:00,14.675402434184724,14.763239564462006,14.31518193795194,14.32007884979248,609053200,0.0,0.0
2013-02-13 00:00:00-05:00,14.298963051855361,14.495753225368972,14.176849158439508,14.292841911315918,475207600,0.0,0.0
2013-02-14 00:00:00-05:00,14.216633811469608,14.434541481438204,14.201331779454321,14.279986381530762,355275200,0.0,0.0
2013-02-15 00:00:00-05:00,14.349154192880183,14.389248070422408,14.075852225336957,14.083197593688965,391745200,0.0,0.0
2013-02-19 00:00:00-05:00,14.111963262252514,14.161849319622556,13.890077283871879,14.077990531921387,435783600,0.0,0.0
2013-02-20 00:00:00-05:00,14.007604631808187,14.007604631808187,13.735525221034683,13.737056732177734,476302400,0.0,0.0
2013-02-21 00:00:00-05:00,13.649829345540978,13.746848189738216,13.552505670202892,13.651665687561035,447182400,0.0,0.0
2013-02-22 00:00:00-05:00,13.749297677709533,13.821218218547266,13.668193791598933,13.797040939331055,330654800,0.0,0.0
2013-02-25 00:00:00-05:00,13.890079408196078,13.928947421226084,13.544854468325891,13.551894187927246,372579200,0.0,0.0
2013-02-26 00:00:00-05:00,13.583109981209839,13.81938107438953,13.394583778540769,13.740726470947266,501499600,0.0,0.0
2013-02-27 00:00:00-05:00,13.724202419904454,13.846929264343528,13.486096552579937,13.606067657470703,587350400,0.0,0.0
2013-02-28 00:00:00-05:00,13.590149613410924,13.70706011404718,13.50904655456543,13.50904655456543,322515200,0.0,0.0
2013-03-01 00:00:00-05:00,13.404989594117808,13.41049943747331,13.159538412979423,13.174534797668457,552448400,0.0,0.0
2013-03-04 00:00:00-05:00,13.092817956210457,13.105060235671779,12.823494345994309,12.855629920959473,582755600,0.0,0.0
2013-03-05 00:00:00-05:00,12.899395095885728,13.318989017090141,12.877053344053655,13.195038795471191,638433600,0.0,0.0
2013-03-06 00:00:00-05:00,13.2981780334132,13.3208262509856,12.989679121170914,13.027323722839355,460250000,0.0,0.0
2013-03-07 00:00:00-05:00,12.991820810396105,13.221665098442193,12.88653966517154,13.177899360656738,468473600,0.0,0.0
2013-03-08 00:00:00-05:00,13.154031078258823,13.326336700145664,13.11761069844405,13.21279239654541,391482000,0.0,0.0
2013-03-11 00:00:00-04:00,13.15250170269634,13.435904834707307,13.011412250843563,13.40101432800293,474236000,0.0,0.0
